icao24,callsign,dep_airport,arr_airport,firstseen,lastseen,day,event_ts,flight_duration_sec,dep_horiz_m,dep_vert_m,arr_horiz_m,arr_vert_m,dep_cand,arr_cand
0a8520,SWA6977,LHBP,OMDB,1701420580,1701428118,1701385200,2023-12-01 09:49:40,7538,18878,3583,36986,8604,4,2
0a859a,QTR3856,LEMD,OTHH,1689398251,1689419213,1689375600,2023-07-15 07:17:31,20962,26687,2879,7720,8494,5,4
0a85b3,AAL9439,KDFW,KJFK,1699103161,1699108898,1699052400,2023-11-04 14:06:01,5737,32051,4085,15343,8191,2,4
0a8646,QTR8304,LEMD,EGKK,1678171078,1678178717,1678143600,2023-03-07 07:37:58,7639,21075,5744,44321,154,2,5
0a86e6,DLH8434,LHBP,ESSA,1700266441,1700310381,1700262000,2023-11-18 01:14:01,43940,47392,3296,36090,8543,4,4
0a876e,AFR675,LKPR,KJFK,1694048011,1694075721,1694041200,2023-09-07 02:53:31,27710,841,8765,41713,5602,5,5
0a87f5,RYR254,KATL,LEMD,1697622664,1697666973,1697583600,2023-10-18 11:51:04,44309,44666,901,49469,5523,5,5
0a8a9f,DAL8064,EHAM,ESSA,1699296973,1699337185,1699225200,2023-11-06 19:56:13,40212,46104,7125,29032,2921,4,1
0a8aeb,RYR669,EKCH,KLAX,1683986641,1684011564,1683932400,2023-05-13 16:04:01,24923,41700,8225,45067,5787,2,2
0a8b28,QFA3001,LHBP,EGKK,1673223295,1673269316,1673218800,2023-01-09 01:14:55,46021,18862,6882,36260,7450,3,3
0a8cf0,UAL561,EDDF,OTHH,1692689059,1692707832,1692658800,2023-08-22 09:24:19,18773,6261,7000,2027,9719,3,1
0a8eca,UAE5348,LSZH,VHHH,1695012607,1695019686,1694991600,2023-09-18 06:50:07,7079,45225,8903,10051,1729,3,3
0a995b,RYR2069,YSSY,EGKK,1681897414,1681948989,1681858800,2023-04-19 11:43:34,51575,48622,2275,24927,573,5,3
0a9e5c,BAW7141,LPPT,KDEN,1702902202,1702940349,1702854000,2023-12-18 13:23:22,38147,7727,1167,27634,7178,2,4
0a9e8c,DLH6702,LPPT,KLAX,1686741475,1686763034,1686697200,2023-06-14 13:17:55,21559,36358,6219,23045,2843,2,4
0a9ebc,AFR2670,VHHH,WSSS,1702310275,1702314716,1702249200,2023-12-11 16:57:55,4441,12659,1965,29980,1429,5,4
0aa078,AAL5998,KATL,EGLL,1683793708,1683823115,1683759600,2023-05-11 10:28:28,29407,34275,196,27385,5028,5,2
0aa20e,DAL338,ENGM,EDDM,1677601483,1677647159,1677538800,2023-02-28 17:24:43,45676,1891,1306,28185,2164,3,5
0aa32d,BAW7626,EGLL,LOWW,1687016494,1687039967,1686956400,2023-06-17 17:41:34,23473,48950,4549,15221,5983,2,2
0aa4aa,EZY3381,EPWA,KDFW,1696551400,1696603752,1696546800,2023-10-06 02:16:40,52352,21762,7284,11488,7310,2,1
0aa769,QTR484,LEBL,LSZH,1672566703,1672605512,1672527600,2023-01-01 10:51:43,38809,42065,5149,42866,7083,1,1
0aad80,AAL4636,LHBP,EDDM,1681408375,1681461259,1681340400,2023-04-13 19:52:55,52884,6992,6119,9634,4021,2,3
0aadcb,UAE9388,LEMD,LIRF,1687958761,1687979915,1687906800,2023-06-28 15:26:01,21154,18724,1503,17343,6388,4,2
0aaf1c,EZY7969,KDFW,EHAM,1694678164,1694706300,1694646000,2023-09-14 09:56:04,28136,9122,3192,3809,3980,3,5
0ab090,DAL2368,RJTT,LEBL,1701102460,1701151142,1701039600,2023-11-27 17:27:40,48682,38450,586,7562,5291,4,3
0ab3bb,AFR1858,KORD,EGLL,1694743111,1694792309,1694732400,2023-09-15 03:58:31,49198,11543,2992,2185,9712,4,1
0ab466,QFA9512,ENGM,LPPT,1684435696,1684445695,1684364400,2023-05-18 20:48:16,9999,7239,8214,17579,4395,5,3
0ab5f6,UAL7594,KDFW,KLAX,1686817138,1686819819,1686783600,2023-06-15 10:18:58,2681,32853,5215,35119,2319,1,4
0ab727,AAL4482,KJFK,LKPR,1683480607,1683491191,1683414000,2023-05-07 19:30:07,10584,36653,6420,18642,588,5,4
0ab88e,DLH9298,VHHH,EHAM,1700924683,1700941276,1700866800,2023-11-25 16:04:43,16593,32826,3857,33211,6977,2,1
0ab8b6,RYR3572,EPWA,LPPT,1695132223,1695177166,1695078000,2023-09-19 16:03:43,44943,20572,6886,26733,828,4,1
0abccd,BAW8628,LOWW,LFPO,1690896853,1690928204,1690844400,2023-08-01 15:34:13,31351,8733,2640,43413,5652,5,2
0abde9,QFA5010,EDDF,EPWA,1680001639,1680021430,1679958000,2023-03-28 13:07:19,19791,40400,2427,46233,2060,4,2
0abf2a,DLH6852,EDDM,EDDF,1688474407,1688501976,1688425200,2023-07-04 14:40:07,27569,34192,9785,38621,4214,2,3
0ac06a,DAL882,ENGM,LIRF,1680073528,1680122685,1680044400,2023-03-29 09:05:28,49157,30983,3492,25128,9722,4,3
0ac170,DLH1701,ENGM,ESSA,1676983960,1676995766,1676934000,2023-02-21 13:52:40,11806,45115,2231,46152,3790,1,5
0ac1a1,SWA2555,EDDM,OMDB,1703443459,1703488620,1703372400,2023-12-24 19:44:19,45161,6447,8094,42224,5172,3,3
0ac1b5,BAW2780,LOWW,EPWA,1697167486,1697183855,1697151600,2023-10-13 05:24:46,16369,47247,3310,1015,2258,5,4
0ac3f9,UAE1437,OMDB,LEBL,1684938583,1684963610,1684882800,2023-05-24 16:29:43,25027,6860,9789,2909,3729,3,1
0ac4d8,SWA951,KATL,LHBP,1700014822,1700057267,1700002800,2023-11-15 03:20:22,42445,44765,5190,8945,355,1,4
0ac77e,QTR8368,KLAX,LIRF,1687160551,1687211896,1687129200,2023-06-19 09:42:31,51345,1565,1707,45250,1834,4,4
0ac7c9,DAL4951,EDDM,RJTT,1690258510,1690265945,1690239600,2023-07-25 06:15:10,7435,30790,1184,48144,9834,5,3
0ac80e,AAL462,EGLL,OMDB,1699456609,1699500559,1699398000,2023-11-08 16:16:49,43950,15500,4520,44897,8121,4,2
0aca35,SWA6416,LPPT,EKCH,1703832730,1703855664,1703804400,2023-12-29 07:52:10,22934,25023,1640,13143,7212,4,5
0acc88,UAL610,VHHH,LEMD,1702648651,1702680025,1702594800,2023-12-15 14:57:31,31374,33291,4785,38157,9506,3,3
0accfc,SWA711,EFHK,LHBP,1700233243,1700245835,1700175600,2023-11-17 16:00:43,12592,30474,557,34106,8021,4,3
0ad011,QTR1446,KATL,KORD,1672798864,1672843255,1672786800,2023-01-04 03:21:04,44391,44867,5244,49122,9580,3,2
0ad1a1,EZY2394,EGLL,LFPG,1673918113,1673948373,1673910000,2023-01-17 02:15:13,30260,47102,6880,23167,3485,5,1
0ad26d,AFR5434,EGLL,LFPG,1673147368,1673160175,1673132400,2023-01-08 04:09:28,12807,26679,5679,17107,4576,1,5
0ad33e,ACA9457,EPWA,ENGM,1698844387,1698880264,1698793200,2023-11-01 14:13:07,35877,25719,7407,47358,3710,5,4
0ad554,ACA7655,EDDF,KLAX,1682945176,1682995583,1682895600,2023-05-01 14:46:16,50407,38150,4219,13365,5481,1,3
0ad699,AAL9225,KLAX,LPPT,1677802558,1677823322,1677798000,2023-03-03 01:15:58,20764,16387,972,41054,5304,1,4
0ad950,QTR7601,YSSY,LKPR,1680777088,1680829730,1680735600,2023-04-06 12:31:28,52642,36136,913,1155,5703,4,3
0ada2b,ACA993,EFHK,LEMD,1695363010,1695397676,1695337200,2023-09-22 08:10:10,34666,2620,9280,27693,3200,5,3
0adaa8,AAL8630,YSSY,EHAM,1690193671,1690202522,1690153200,2023-07-24 12:14:31,8851,44252,1292,46618,800,3,1
0adbf3,RYR7054,LFPO,KJFK,1690912024,1690915326,1690844400,2023-08-01 19:47:04,3302,46952,5513,16488,3136,4,2
0add96,QFA1310,KORD,YSSY,1673016601,1673066916,1672959600,2023-01-06 15:50:01,50315,45012,5992,17723,8828,4,2
0adeff,UAL6000,EKCH,EHAM,1685961169,1685998179,1685919600,2023-06-05 12:32:49,37010,8618,5829,33619,3875,5,3
0adfc2,UAE6908,KJFK,EKCH,1679846155,1679858997,1679785200,2023-03-26 17:55:55,12842,5266,2780,46366,2314,5,3
0ae127,RYR2852,EDDF,EFHK,1694140177,1694152219,1694127600,2023-09-08 04:29:37,12042,4239,3952,38438,916,1,4
0ae15d,ACA8555,LSZH,LFPO,1694060890,1694070644,1694041200,2023-09-07 06:28:10,9754,10058,8193,1760,4150,1,5
0ae211,QTR3993,EDDF,KDEN,1700972833,1701002877,1700953200,2023-11-26 05:27:13,30044,13199,5948,40679,4874,4,5
0ae26a,DLH8641,RJTT,EDDM,1678376170,1678383543,1678316400,2023-03-09 16:36:10,7373,25211,160,15962,6225,1,2
0ae2ef,UAL129,WSSS,LEBL,1682400358,1682412304,1682377200,2023-04-25 07:25:58,11946,32065,793,43436,7294,3,2
0ae34a,AFR4504,OTHH,EDDF,1678440898,1678452113,1678402800,2023-03-10 10:34:58,11215,33594,1069,3302,9082,5,2
0ae395,SWA1883,LKPR,LFPG,1682384377,1682408031,1682377200,2023-04-25 02:59:37,23654,21798,9594,29383,2016,4,1
0ae476,BAW7977,KDEN,LHBP,1700381434,1700384664,1700348400,2023-11-19 09:10:34,3230,13098,2786,49209,8637,5,4
0ae4dc,ACA2638,EDDM,KORD,1689742276,1689752554,1689721200,2023-07-19 06:51:16,10278,31429,5432,27713,4363,2,5
0ae564,UAE3472,LOWW,KDEN,1699189051,1699221848,1699138800,2023-11-05 13:57:31,32797,32681,5768,18573,7024,1,3
0ae71d,EZY1143,EDDM,WSSS,1673166046,1673173846,1673132400,2023-01-08 09:20:46,7800,26333,7153,39922,5719,2,1
0ae812,UAE9463,LHBP,VHHH,1677304057,1677313672,1677279600,2023-02-25 06:47:37,9615,25095,6574,33945,235,1,5
0ae930,EZY7101,EDDM,OMDB,1697594527,1697600197,1697583600,2023-10-18 04:02:07,5670,7622,9,32425,3451,3,3
0aea0a,RYR9143,KLAX,LKPR,1678860883,1678896756,1678834800,2023-03-15 07:14:43,35873,24209,4886,2269,9503,1,5
0aebf4,SIA4052,LSZH,OMDB,1683798796,1683821632,1683759600,2023-05-11 11:53:16,22836,39462,8884,34934,3689,4,5
0aeda8,DLH9291,LIRF,EFHK,1680744412,1680788502,1680735600,2023-04-06 03:26:52,44090,65,1365,7778,7980,2,5
0aee91,UAL329,LOWW,VHHH,1701041908,1701084358,1701039600,2023-11-27 00:38:28,42450,3680,7539,8952,3592,1,3
0aef0e,RYR2351,LSZH,KDEN,1692841333,1692876990,1692831600,2023-08-24 03:42:13,35657,15372,4556,18587,4301,1,3
0aef7d,UAE4069,LEBL,LPPT,1702894798,1702926570,1702854000,2023-12-18 11:19:58,31772,34019,7280,44120,3145,4,5
0af05c,RYR2030,LSZH,EGLL,1699442674,1699469825,1699398000,2023-11-08 12:24:34,27151,30852,9368,14000,2924,5,4
0af168,AFR9907,LKPR,EPWA,1692697573,1692713756,1692658800,2023-08-22 11:46:13,16183,8271,2713,6247,3885,1,2
0af195,UAE7511,LEMD,YSSY,1691716402,1691726395,1691708400,2023-08-11 03:13:22,9993,30999,3500,8645,9107,3,5
0af55d,RYR1110,EPWA,KORD,1682151715,1682175597,1682118000,2023-04-22 10:21:55,23882,23684,2763,10786,1291,2,4
0af55f,BAW4252,LPPT,KORD,1678104964,1678121143,1678057200,2023-03-06 13:16:04,16179,28121,6486,49721,5232,4,1
0af599,UAL7195,LKPR,LFPG,1697080864,1697096344,1697065200,2023-10-12 05:21:04,15480,656,3906,8796,1749,4,5
0af91f,UAE4438,EHAM,KATL,1701335056,1701337817,1701298800,2023-11-30 10:04:16,2761,17856,8174,45873,1894,5,3
0afacd,UAE5474,KDEN,KLAX,1687429300,1687442051,1687388400,2023-06-22 12:21:40,12751,18280,6295,11599,2733,1,2
0afd30,DAL9612,OTHH,KORD,1694324311,1694330253,1694300400,2023-09-10 07:38:31,5942,30686,7463,35294,7505,3,2
0b0041,SWA1231,VHHH,RJTT,1689994864,1689997727,1689980400,2023-07-22 05:01:04,2863,49887,3057,26883,7038,2,3
0b016c,AAL8722,LFPO,LEMD,1685205952,1685226119,1685142000,2023-05-27 18:45:52,20167,15363,1898,48846,5822,4,3
0b02c2,DAL9252,LFPO,KORD,1690251007,1690267055,1690239600,2023-07-25 04:10:07,16048,4169,5868,10951,1287,1,3
0b05a8,QFA1011,LKPR,VHHH,1687884019,1687888705,1687820400,2023-06-27 18:40:19,4686,22757,8950,9600,9577,4,4
0b06a9,UAE2424,WSSS,LOWW,1696962589,1696988592,1696892400,2023-10-10 20:29:49,26003,3947,4850,42304,4084,4,3
0b0704,SIA4388,LPPT,OMDB,1687969813,1687990654,1687906800,2023-06-28 18:30:13,20841,17533,4463,11343,6364,4,5
0b08e6,AAL6336,EDDF,KJFK,1699958368,1699994262,1699916400,2023-11-14 11:39:28,35894,48696,7921,30404,6959,5,3
0b0aee,ACA3197,VHHH,LSZH,1698497530,1698550649,1698447600,2023-10-28 14:52:10,53119,33801,8700,11811,1277,1,1
0b10a8,QFA1085,OTHH,EPWA,1689306688,1689311092,1689289200,2023-07-14 05:51:28,4404,16370,5964,1689,5467,1,3
0b111a,UAL8535,LEMD,EFHK,1691332918,1691357454,1691276400,2023-08-06 16:41:58,24536,25729,9785,15895,1079,4,1
0b115a,EZY6671,KJFK,EGKK,1677937255,1677978187,1677884400,2023-03-04 14:40:55,40932,46685,5851,13717,6994,4,2
0b1179,UAL3225,LFPG,WSSS,1673249296,1673282197,1673218800,2023-01-09 08:28:16,32901,39953,4737,24555,5886,3,1
0b11dd,DLH878,EFHK,YSSY,1684335589,1684384162,1684278000,2023-05-17 16:59:49,48573,29736,2993,32208,2163,2,5
0b1290,AAL7166,EGKK,KDEN,1675156720,1675175609,1675119600,2023-01-31 10:18:40,18889,36944,5540,38414,4113,5,2
0b1299,SIA9691,LIRF,YSSY,1695871927,1695880850,1695855600,2023-09-28 05:32:07,8923,15583,4162,15784,8875,2,5
0b14c9,DLH3925,LPPT,KLAX,1693732390,1693775531,1693695600,2023-09-03 11:13:10,43141,44798,4960,46684,3315,3,2
0b1506,QTR7634,LSZH,LHBP,1676133223,1676162422,1676070000,2023-02-11 17:33:43,29199,24936,5323,38496,5360,3,2
0b15b2,UAL884,KATL,VHHH,1679718040,1679724262,1679698800,2023-03-25 05:20:40,6222,3998,729,23521,4398,3,3
0b16e4,SIA978,EKCH,KORD,1680430825,1680439312,1680390000,2023-04-02 12:20:25,8487,18261,5471,19630,4342,2,1
0b1947,UAL2477,VHHH,LOWW,1701523549,1701569532,1701471600,2023-12-02 14:25:49,45983,36723,8069,9414,5794,5,1
0b19a5,AAL6605,EHAM,LPPT,1676965042,1677007681,1676934000,2023-02-21 08:37:22,42639,39752,7009,49389,8805,5,1
0b1a83,RYR5275,EGKK,ESSA,1679369944,1679400433,1679353200,2023-03-21 04:39:04,30489,25620,580,1831,8461,2,3
0b21b5,SIA7403,KDFW,KJFK,1691220664,1691229137,1691190000,2023-08-05 09:31:04,8473,43945,6517,40916,7913,4,4
0b2395,RYR4840,EGKK,RJTT,1700929735,1700949400,1700866800,2023-11-25 17:28:55,19665,19492,3465,6890,4667,5,2
0b2604,SIA6105,RJTT,EKCH,1680001579,1680055225,1679958000,2023-03-28 13:06:19,53646,10723,8313,30036,212,4,1
0b2917,BAW1845,VHHH,RJTT,1690499602,1690543555,1690498800,2023-07-28 01:13:22,43953,37060,7226,45086,9536,5,2
0b2a0e,ACA540,LFPG,EGLL,1697135068,1697176346,1697065200,2023-10-12 20:24:28,41278,42843,7238,1248,2131,1,4
0b2bc3,AFR4843,VHHH,LEMD,1674402295,1674434750,1674342000,2023-01-22 16:44:55,32455,13310,166,14256,4292,3,3
0b2d98,DAL6298,EPWA,LPPT,1703764291,1703799878,1703718000,2023-12-28 12:51:31,35587,4664,6203,41649,654,2,1
0b314b,EZY8584,LFPG,EHAM,1700361547,1700397651,1700348400,2023-11-19 03:39:07,36104,36107,2690,41500,1960,5,5
0b319a,AAL3591,RJTT,EGLL,1678558159,1678577170,1678489200,2023-03-11 19:09:19,19011,40783,8635,23583,3663,3,2
0b31d9,DLH526,LKPR,LOWW,1673080636,1673118541,1673046000,2023-01-07 09:37:16,37905,45572,8473,24315,2689,1,2
0b331f,RYR1940,KLAX,LSZH,1693999861,1694049163,1693954800,2023-09-06 13:31:01,49302,42114,9835,13889,922,5,3
0b35ad,SWA5749,EKCH,KDEN,1699255297,1699271701,1699225200,2023-11-06 08:21:37,16404,5555,7431,49969,1156,5,2
0b3791,DAL8458,EGKK,EFHK,1701620074,1701650067,1701558000,2023-12-03 17:14:34,29993,44272,7865,14437,6613,3,5
0b38e4,QTR8076,VHHH,KJFK,1680653968,1680689627,1680649200,2023-04-05 02:19:28,35659,26790,9046,33603,3216,2,2
0b3cf7,BAW5901,EKCH,KORD,1686298699,1686330830,1686265200,2023-06-09 10:18:19,32131,36330,3142,8596,7293,4,4
0b3d68,UAL3211,LFPO,KORD,1686330160,1686380164,1686265200,2023-06-09 19:02:40,50004,36977,9258,47051,8124,1,3
0b3e98,UAL9152,EPWA,LPPT,1695692161,1695718637,1695682800,2023-09-26 03:36:01,26476,16802,820,41052,2110,2,5
0b4060,BAW5797,OMDB,LFPG,1695958402,1695996242,1695942000,2023-09-29 05:33:22,37840,4263,2516,5858,2925,4,3
0b40a8,SWA9345,KATL,KDEN,1683077191,1683130815,1683068400,2023-05-03 03:26:31,53624,47213,1819,30742,6421,1,4
0b4342,BAW5120,EGLL,WSSS,1681321153,1681355974,1681254000,2023-04-12 19:39:13,34821,25219,5544,24615,2542,2,5
0b4638,ACA3683,KATL,LFPO,1678577992,1678580769,1678575600,2023-03-12 00:39:52,2777,49916,1031,45537,4544,5,2
0b46ae,AFR3142,LFPG,OMDB,1686290584,1686341169,1686265200,2023-06-09 08:03:04,50585,33105,964,38720,5061,4,5
0b4727,AFR7383,EDDF,LIRF,1701597205,1701612077,1701558000,2023-12-03 10:53:25,14872,42897,5889,42312,1811,3,3
0b47af,AFR8783,VHHH,EFHK,1685454010,1685493862,1685401200,2023-05-30 15:40:10,39852,24357,3239,6454,6024,3,1
0b4d8b,SWA4272,OTHH,KJFK,1697541913,1697558862,1697497200,2023-10-17 13:25:13,16949,32576,6188,41522,7999,3,2
0b4dd1,UAE3981,LSZH,EGKK,1677758761,1677785020,1677711600,2023-03-02 13:06:01,26259,29710,1865,10964,9816,1,5
0b5027,EZY1791,LKPR,YSSY,1672895416,1672946454,1672873200,2023-01-05 06:10:16,51038,15674,1248,33335,4983,3,4
0b5036,ACA9136,LFPG,EKCH,1675479148,1675487265,1675465200,2023-02-04 03:52:28,8117,10959,5691,17683,7592,1,2
0b503b,DAL7874,KATL,EHAM,1686590179,1686614597,1686524400,2023-06-12 19:16:19,24418,20870,3764,20269,7394,1,2
0b5213,EZY597,EGKK,LHBP,1695745876,1695747817,1695682800,2023-09-26 18:31:16,1941,34416,134,33608,9360,4,4
0b57d6,SIA3879,LIRF,EPWA,1690861927,1690894754,1690844400,2023-08-01 05:52:07,32827,28620,3176,49963,9869,4,4
0b58e4,DLH8426,RJTT,YSSY,1703873518,1703898788,1703804400,2023-12-29 19:11:58,25270,12222,4780,1789,3140,3,5
0b5a45,QTR7759,EKCH,EGLL,1678532749,1678545918,1678489200,2023-03-11 12:05:49,13169,29686,2721,22003,5757,3,5
0b5dbf,DAL743,LFPG,LEMD,1700921182,1700956812,1700866800,2023-11-25 15:06:22,35630,3010,1199,10682,835,2,1
0b5f5c,AAL9673,ESSA,EFHK,1680662629,1680676447,1680649200,2023-04-05 04:43:49,13818,37434,3349,28477,2740,2,3
0b6067,QTR7062,EDDM,EDDF,1685626012,1685659760,1685574000,2023-06-01 15:26:52,33748,42656,618,49521,3405,1,5
0b649d,SWA6759,ENGM,KORD,1685725237,1685757398,1685660400,2023-06-02 19:00:37,32161,17261,9425,16143,4035,3,2
0b655e,AAL7469,VHHH,LFPO,1679749258,1679777606,1679698800,2023-03-25 14:00:58,28348,6906,7591,32077,95,3,5
0b6560,ACA8116,EPWA,KDEN,1688733847,1688736721,1688684400,2023-07-07 14:44:07,2874,15953,7685,43183,239,5,3
0b657a,ACA4193,EHAM,EKCH,1703471020,1703483286,1703458800,2023-12-25 03:23:40,12266,1199,2840,35129,4382,3,5
0b6610,QFA7797,RJTT,KJFK,1684522462,1684532836,1684450800,2023-05-19 20:54:22,10374,42439,2793,48574,217,5,1
0b68d8,SWA4236,ESSA,EPWA,1680822388,1680834638,1680822000,2023-04-07 01:06:28,12250,15446,4916,27347,5075,1,3
0b6b4f,SWA9872,WSSS,LFPG,1691653600,1691659231,1691622000,2023-08-10 09:46:40,5631,22211,2139,24346,2656,1,4
0b6ee4,RYR1465,LHBP,OTHH,1684934827,1684968249,1684882800,2023-05-24 15:27:07,33422,43507,3259,13611,4725,3,2
0b741a,BAW9361,LFPO,OTHH,1686551830,1686570672,1686524400,2023-06-12 08:37:10,18842,13158,7814,49528,4130,5,2
0b7470,AAL6296,LFPO,KDFW,1693071163,1693123109,1693004400,2023-08-26 19:32:43,51946,26422,2570,20507,9226,5,3
0b759e,DLH3669,LFPG,LHBP,1680256621,1680276483,1680217200,2023-03-31 11:57:01,19862,25027,8986,19786,565,2,3
0b76a6,QTR7565,OMDB,LSZH,1688635678,1688652822,1688598000,2023-07-06 11:27:58,17144,40659,5780,32893,5868,2,5
0b788e,UAL5619,KORD,LFPG,1682967319,1683019155,1682895600,2023-05-01 20:55:19,51836,38721,2127,49959,2680,4,3
0b78bc,UAL5354,OTHH,VHHH,1703852749,1703881019,1703804400,2023-12-29 13:25:49,28270,27548,3563,14360,9617,4,3
0b7a64,AFR9248,LEMD,LOWW,1690333831,1690355115,1690326000,2023-07-26 03:10:31,21284,18467,2997,2528,5782,1,4
0b7b8b,SWA5308,ENGM,LSZH,1693784425,1693808693,1693782000,2023-09-04 01:40:25,24268,47235,365,19374,6254,5,5
0b7e01,AFR7647,LSZH,KORD,1693484020,1693487843,1693436400,2023-08-31 14:13:40,3823,3399,2177,18644,1170,4,4
0b7e13,UAE7762,EDDM,RJTT,1697803366,1697822505,1697756400,2023-10-20 14:02:46,19139,38539,2834,39798,4694,2,5
0b7f64,UAE1497,LFPO,LEBL,1689395578,1689410712,1689375600,2023-07-15 06:32:58,15134,2400,6414,860,6721,5,3
0b7ff1,SIA6596,LFPO,EHAM,1694369470,1694373731,1694300400,2023-09-10 20:11:10,4261,6490,5388,21373,2466,5,4
0b823d,EZY3672,ENGM,KDEN,1679237791,1679273617,1679180400,2023-03-19 15:56:31,35826,30710,2523,14289,7178,4,3
0b82cd,QTR6279,EPWA,KORD,1688362633,1688409573,1688338800,2023-07-03 07:37:13,46940,13024,3934,35162,3473,2,2
0b855f,AFR1023,LFPG,ENGM,1699095226,1699124227,1699052400,2023-11-04 11:53:46,29001,41168,4937,14885,2923,1,5
0b8675,QTR7516,OMDB,KDFW,1692592462,1692619186,1692572400,2023-08-21 06:34:22,26724,25710,7616,2889,1065,5,5
0b888d,QTR4369,EGKK,EPWA,1693235149,1693243000,1693177200,2023-08-28 17:05:49,7851,1721,7352,45497,442,2,4
0b893d,SWA648,YSSY,LHBP,1701412354,1701431105,1701385200,2023-12-01 07:32:34,18751,24885,4357,4554,2842,1,1
0b8983,QFA8161,EDDM,KATL,1699145242,1699149384,1699138800,2023-11-05 01:47:22,4142,24444,4810,41584,8781,3,4
0b89ae,EZY2568,LPPT,LOWW,1690122502,1690161050,1690066800,2023-07-23 16:28:22,38548,4495,5969,29730,125,2,4
0b8ad0,AFR3172,KLAX,EGKK,1700192308,1700243259,1700175600,2023-11-17 04:38:28,50951,6574,2889,6317,7010,4,3
0b8b1e,SWA3886,EGKK,KDEN,1699751551,1699757295,1699743600,2023-11-12 02:12:31,5744,18854,8340,17507,4175,1,2
0b8ddd,EZY7580,KORD,LOWW,1684216138,1684265360,1684191600,2023-05-16 07:48:58,49222,1349,3275,13416,2863,1,4
0b972a,AFR4113,LFPG,KDEN,1698032440,1698052769,1698015600,2023-10-23 05:40:40,20329,28690,9932,19310,3826,1,1
0b9b6a,RYR796,KJFK,KLAX,1677245674,1677294275,1677193200,2023-02-24 14:34:34,48601,37936,5168,32620,9550,3,4
0b9c6b,UAL5436,EGLL,KORD,1680450913,1680459287,1680390000,2023-04-02 17:55:13,8374,17642,3523,8166,4075,3,1
0ba274,UAL8058,OTHH,EPWA,1678490353,1678541767,1678489200,2023-03-11 00:19:13,51414,37036,4222,28623,6164,3,4
0ba2ff,AAL1659,EGKK,LKPR,1694279161,1694312126,1694214000,2023-09-09 19:06:01,32965,9045,8971,4484,8278,1,3
0ba31b,DAL2512,KATL,LEMD,1680162193,1680212390,1680130800,2023-03-30 09:43:13,50197,34457,8420,45632,3673,1,2
0ba36a,SWA5355,LEMD,KORD,1700579023,1700620986,1700521200,2023-11-21 16:03:43,41963,11540,5932,22954,6465,4,2
0ba5ea,RYR5745,KATL,LHBP,1697378101,1697399409,1697324400,2023-10-15 15:55:01,21308,25333,7130,28945,7522,2,4
0ba6da,AAL7457,LIRF,RJTT,1702031758,1702040955,1701990000,2023-12-08 11:35:58,9197,41207,5808,48930,9047,3,2
0ba7ec,DAL5591,EGLL,YSSY,1702629475,1702646962,1702594800,2023-12-15 09:37:55,17487,40747,5857,49714,7652,3,3
0ba897,AAL914,KDEN,EPWA,1673499214,1673515863,1673478000,2023-01-12 05:53:34,16649,44830,7721,39175,9926,3,4
0ba90f,UAE5931,ENGM,LKPR,1687683883,1687722657,1687647600,2023-06-25 11:04:43,38774,31985,2821,20255,5063,4,3
0ba98b,QTR840,EFHK,EKCH,1686066955,1686092826,1686006000,2023-06-06 17:55:55,25871,35191,2488,28228,5898,2,1
0badfe,RYR899,LSZH,EDDM,1672588948,1672600581,1672527600,2023-01-01 17:02:28,11633,42344,7602,22918,806,2,3
0baf33,QFA4452,KLAX,KDFW,1682414557,1682426120,1682377200,2023-04-25 11:22:37,11563,32074,5069,47573,5854,1,1
0baf54,QFA5293,EDDM,YSSY,1685063593,1685116114,1685055600,2023-05-26 03:13:13,52521,48278,3055,36456,6412,5,1
0bafa3,ACA4779,LSZH,LKPR,1697949493,1698003038,1697929200,2023-10-22 06:38:13,53545,47097,879,43141,3561,1,3
0bafb8,UAE3157,LEMD,EPWA,1694601511,1694620028,1694559600,2023-09-13 12:38:31,18517,26442,5527,17603,6414,2,5
0bb028,RYR4412,LFPO,LSZH,1688119852,1688158248,1688079600,2023-06-30 12:10:52,38396,43631,5032,11286,905,5,2
0bb15f,UAL9570,EKCH,LHBP,1693915153,1693948548,1693868400,2023-09-05 13:59:13,33395,7772,5411,4496,3559,3,1
0bb172,AFR2081,LEMD,LPPT,1681187692,1681231478,1681167600,2023-04-11 06:34:52,43786,37821,6224,38351,5927,4,3
0bb19f,BAW200,OMDB,LSZH,1698244309,1698287545,1698188400,2023-10-25 16:31:49,43236,23970,7857,39792,691,4,5
0bb29d,SIA8369,EDDM,KDFW,1691855311,1691875490,1691794800,2023-08-12 17:48:31,20179,4472,2761,29335,8243,1,2
0bb2cf,DLH8553,LPPT,ESSA,1681107751,1681128651,1681081200,2023-04-10 08:22:31,20900,46710,3479,44770,7060,3,3
0bb34a,UAE785,LHBP,EFHK,1676735788,1676780725,1676674800,2023-02-18 16:56:28,44937,30556,8107,29330,7489,5,3
0bb571,DLH8425,YSSY,LFPG,1688998330,1689029305,1688943600,2023-07-10 16:12:10,30975,19346,9248,41533,1893,2,3
0bb612,AFR6367,RJTT,WSSS,1702079443,1702101484,1702076400,2023-12-09 00:50:43,22041,2098,2886,41340,2630,1,1
